case_id,sample,idx,value
coprime_7_13,b,4,0.20406060480294655
coprime_7_13,b,5,-0.8068374290999847
coprime_7_13,b,6,-0.2054783915025277
coprime_7_13,b,7,0.43159012120823853
coprime_7_13,b,8,-1.7224321382894963
coprime_7_13,b,9,1.0856718635320421
coprime_7_13,b,10,0.26886228094010656
coprime_7_13,b,11,0.11224392441039441
coprime_7_13,b,12,1.1072113406964939
curve_12_47,a,0,0.0
curve_12_47,a,1,0.075
curve_12_47,a,2,0.186
curve_12_47,a,3,0.213
curve_12_47,a,4,0.231
curve_12_47,a,5,0.259
curve_12_47,a,6,0.32
curve_12_47,a,7,0.383
curve_12_47,a,8,0.411
curve_12_47,a,9,0.454
curve_12_47,a,10,0.531
curve_12_47,a,11,0.633
curve_12_47,b,0,0.0
curve_12_47,b,1,0.045
curve_12_47,b,2,0.081
curve_12_47,b,3,0.104
curve_12_47,b,4,0.122
curve_12_47,b,5,0.13
curve_12_47,b,6,0.205
curve_12_47,b,7,0.227
curve_12_47,b,8,0.23
curve_12_47,b,9,0.235
curve_12_47,b,10,0.247
curve_12_47,b,11,0.268
curve_12_47,b,12,0.282
curve_12_47,b,13,0.303
curve_12_47,b,14,0.325
curve_12_47,b,15,0.358
curve_12_47,b,16,0.381
curve_12_47,b,17,0.405
curve_12_47,b,18,0.43
curve_12_47,b,19,0.442
curve_12_47,b,20,0.458
curve_12_47,b,21,0.494
curve_12_47,b,22,0.502
curve_12_47,b,23,0.508
curve_12_47,b,24,0.517
curve_12_47,b,25,0.538
curve_12_47,b,26,0.56
curve_12_47,b,27,0.587
curve_12_47,b,28,0.592
curve_12_47,b,29,0.641
curve_12_47,b,30,0.668
curve_12_47,b,31,0.687
curve_12_47,b,32,0.69
curve_12_47,b,33,0.699
curve_12_47,b,34,0.715
curve_12_47,b,35,0.746
curve_12_47,b,36,0.8
curve_12_47,b,37,0.81
curve_12_47,b,38,0.825
curve_12_47,b,39,0.847
curve_12_47,b,40,0.848
curve_12_47,b,41,0.866
curve_12_47,b,42,0.912
curve_12_47,b,43,0.971
curve_12_47,b,44,0.974
curve_12_47,b,45,0.998
curve_12_47,b,46,0.999
curve_30_30,a,0,0.091
curve_30_30,a,1,0.104
curve_30_30,a,2,0.119
curve_30_30,a,3,0.133
curve_30_30,a,4,0.193
curve_30_30,a,5,0.208
curve_30_30,a,6,0.241
curve_30_30,a,7,0.305
curve_30_30,a,8,0.314
curve_30_30,a,9,0.317
curve_30_30,a,10,0.361
curve_30_30,a,11,0.374
curve_30_30,a,12,0.432
curve_30_30,a,13,0.443
curve_30_30,a,14,0.487
curve_30_30,a,15,0.506
curve_30_30,a,16,0.528
curve_30_30,a,17,0.566
curve_30_30,a,18,0.587
curve_30_30,a,19,0.625
curve_30_30,a,20,0.68
curve_30_30,a,21,0.702
curve_30_30,a,22,0.738
curve_30_30,a,23,0.752
curve_30_30,a,24,0.793
curve_30_30,a,25,0.805
curve_30_30,a,26,0.863
curve_30_30,a,27,0.893
curve_30_30,a,28,0.901
curve_30_30,a,29,0.94
curve_30_30,b,0,0.108
curve_30_30,b,1,0.126
curve_30_30,b,2,0.167
curve_30_30,b,3,0.218
curve_30_30,b,4,0.222
curve_30_30,b,5,0.247
curve_30_30,b,6,0.267
curve_30_30,b,7,0.272
curve_30_30,b,8,0.347
curve_30_30,b,9,0.36
curve_30_30,b,10,0.384
curve_30_30,b,11,0.437
curve_30_30,b,12,0.444
curve_30_30,b,13,0.497
curve_30_30,b,14,0.528
curve_30_30,b,15,0.541
curve_30_30,b,16,0.573
curve_30_30,b,17,0.624
curve_30_30,b,18,0.652
curve_30_30,b,19,0.652
curve_30_30,b,20,0.694
curve_30_30,b,21,0.756
curve_30_30,b,22,0.761
curve_30_30,b,23,0.814
curve_30_30,b,24,0.833
curve_30_30,b,25,0.856
curve_30_30,b,26,0.895
curve_30_30,b,27,0.935
curve_30_30,b,28,0.942
curve_30_30,b,29,0.996
curve_dominating,a,0,0.018
curve_dominating,a,1,0.021
curve_dominating,a,2,0.036
curve_dominating,a,3,0.07
curve_dominating,a,4,0.08
curve_dominating,a,5,0.098
curve_dominating,a,6,0.099
curve_dominating,a,7,0.12
curve_dominating,a,8,0.127
curve_dominating,a,9,0.171
curve_dominating,a,10,0.188
curve_dominating,a,11,0.194
curve_dominating,a,12,0.216
curve_dominating,a,13,0.232
curve_dominating,a,14,0.243
curve_dominating,a,15,0.251
curve_dominating,a,16,0.262
curve_dominating,a,17,0.29
curve_dominating,a,18,0.296
curve_dominating,a,19,0.324
curve_dominating,a,20,0.346
curve_dominating,a,21,0.352
curve_dominating,a,22,0.357
curve_dominating,a,23,0.379
curve_dominating,a,24,0.389
curve_dominating,b,0,0.576
curve_dominating,b,1,0.583
curve_dominating,b,2,0.587
curve_dominating,b,3,0.6
curve_dominating,b,4,0.626
curve_dominating,b,5,0.642
curve_dominating,b,6,0.674
curve_dominating,b,7,0.684
curve_dominating,b,8,0.688
curve_dominating,b,9,0.706
curve_dominating,b,10,0.715
curve_dominating,b,11,0.761
curve_dominating,b,12,0.768
curve_dominating,b,13,0.807
curve_dominating,b,14,0.815
curve_dominating,b,15,0.819
curve_dominating,b,16,0.839
curve_dominating,b,17,0.859
curve_dominating,b,18,0.87
curve_dominating,b,19,0.909
curve_dominating,b,20,0.911
curve_dominating,b,21,0.918
curve_dominating,b,22,0.97
curve_dominating,b,23,0.98
curve_dominating,b,24,0.992
curve_identical,a,0,0.005
curve_identical,a,1,0.082
curve_identical,a,2,0.122
curve_identical,a,3,0.158
curve_identical,a,4,0.25
curve_identical,a,5,0.282
curve_identical,a,6,0.344
curve_identical,a,7,0.351
curve_identical,a,8,0.434
curve_identical,a,9,0.493
curve_identical,a,10,0.546
curve_identical,a,11,0.624
curve_identical,a,12,0.648
curve_identical,a,13,0.72
curve_identical,a,14,0.75
curve_identical,a,15,0.826
curve_identical,a,16,0.881
curve_identical,a,17,0.884
curve_identical,b,0,0.005
curve_identical,b,1,0.082
curve_identical,b,2,0.122
curve_identical,b,3,0.158
curve_identical,b,4,0.25
curve_identical,b,5,0.282
curve_identical,b,6,0.344
curve_identical,b,7,0.351
curve_identical,b,8,0.434
curve_identical,b,9,0.493
curve_identical,b,10,0.546
curve_identical,b,11,0.624
curve_identical,b,12,0.648
curve_identical,b,13,0.72
curve_identical,b,14,0.75
curve_identical,b,15,0.826
curve_identical,b,16,0.881
curve_identical,b,17,0.884
disjoint_100_100,a,0,0.0
disjoint_100_100,a,1,1.0
disjoint_100_100,a,2,2.0
disjoint_100_100,a,3,3.0
disjoint_100_100,a,4,4.0
disjoint_100_100,a,5,5.0
disjoint_100_100,a,6,6.0
disjoint_100_100,a,7,7.0
disjoint_100_100,a,8,8.0
disjoint_100_100,a,9,9.0
disjoint_100_100,a,10,10.0
disjoint_100_100,a,11,11.0
disjoint_100_100,a,12,12.0
disjoint_100_100,a,13,13.0
disjoint_100_100,a,14,14.0
disjoint_100_100,a,15,15.0
disjoint_100_100,a,16,16.0
disjoint_100_100,a,17,17.0
disjoint_100_100,a,18,18.0
disjoint_100_100,a,19,19.0
disjoint_100_100,a,20,20.0
disjoint_100_100,a,21,21.0
disjoint_100_100,a,22,22.0
disjoint_100_100,a,23,23.0
disjoint_100_100,a,24,24.0
disjoint_100_100,a,25,25.0
disjoint_100_100,a,26,26.0
disjoint_100_100,a,27,27.0
disjoint_100_100,a,28,28.0
disjoint_100_100,a,29,29.0
disjoint_100_100,a,30,30.0
disjoint_100_100,a,31,31.0
disjoint_100_100,a,32,32.0
disjoint_100_100,a,33,33.0
disjoint_100_100,a,34,34.0
disjoint_100_100,a,35,35.0
disjoint_100_100,a,36,36.0
disjoint_100_100,a,37,37.0
disjoint_100_100,a,38,38.0
disjoint_100_100,a,39,39.0
disjoint_100_100,a,40,40.0
disjoint_100_100,a,41,41.0
disjoint_100_100,a,42,42.0
disjoint_100_100,a,43,43.0
disjoint_100_100,a,44,44.0
disjoint_100_100,a,45,45.0
disjoint_100_100,a,46,46.0
disjoint_100_100,a,47,47.0
disjoint_100_100,a,48,48.0
disjoint_100_100,a,49,49.0
disjoint_100_100,a,50,50.0
disjoint_100_100,a,51,51.0
disjoint_100_100,a,52,52.0
disjoint_100_100,a,53,53.0
disjoint_100_100,a,54,54.0
disjoint_100_100,a,55,55.0
disjoint_100_100,a,56,56.0
disjoint_100_100,a,57,57.0
disjoint_100_100,a,58,58.0
disjoint_100_100,a,59,59.0
disjoint_100_100,a,60,60.0
disjoint_100_100,a,61,61.0
disjoint_100_100,a,62,62.0
disjoint_100_100,a,63,63.0
disjoint_100_100,a,64,64.0
disjoint_100_100,a,65,65.0
disjoint_100_100,a,66,66.0
disjoint_100_100,a,67,67.0
disjoint_100_100,a,68,68.0
disjoint_100_100,a,69,69.0
disjoint_100_100,a,70,70.0
disjoint_100_100,a,71,71.0
disjoint_100_100,a,72,72.0
disjoint_100_100,a,73,73.0
disjoint_100_100,a,74,74.0
disjoint_100_100,a,75,75.0
disjoint_100_100,a,76,76.0
disjoint_100_100,a,77,77.0
disjoint_100_100,a,78,78.0
disjoint_100_100,a,79,79.0
disjoint_100_100,a,80,80.0
disjoint_100_100,a,81,81.0
disjoint_100_100,a,82,82.0
disjoint_100_100,a,83,83.0
disjoint_100_100,a,84,84.0
disjoint_100_100,a,85,85.0
disjoint_100_100,a,86,86.0
disjoint_100_100,a,87,87.0
disjoint_100_100,a,88,88.0
disjoint_100_100,a,89,89.0
disjoint_100_100,a,90,90.0
disjoint_100_100,a,91,91.0
disjoint_100_100,a,92,92.0
disjoint_100_100,a,93,93.0
disjoint_100_100,a,94,94.0
disjoint_100_100,a,95,95.0
disjoint_100_100,a,96,96.0
disjoint_100_100,a,97,97.0
disjoint_100_100,a,98,98.0
disjoint_100_100,a,99,99.0
disjoint_100_100,b,0,1000000.0
disjoint_100_100,b,1,1000001.0
disjoint_100_100,b,2,1000002.0
disjoint_100_100,b,3,1000003.0
disjoint_100_100,b,4,1000004.0
disjoint_100_100,b,5,1000005.0
disjoint_100_100,b,6,1000006.0
disjoint_100_100,b,7,1000007.0
disjoint_100_100,b,8,1000008.0
disjoint_100_100,b,9,1000009.0
disjoint_100_100,b,10,1000010.0
disjoint_100_100,b,11,1000011.0
disjoint_100_100,b,12,1000012.0
disjoint_100_100,b,13,1000013.0
disjoint_100_100,b,14,1000014.0
disjoint_100_100,b,15,1000015.0
disjoint_100_100,b,16,1000016.0
disjoint_100_100,b,17,1000017.0
disjoint_100_100,b,18,1000018.0
disjoint_100_100,b,19,1000019.0
disjoint_100_100,b,20,1000020.0
disjoint_100_100,b,21,1000021.0
disjoint_100_100,b,22,1000022.0
disjoint_100_100,b,23,1000023.0
disjoint_100_100,b,24,1000024.0
disjoint_100_100,b,25,1000025.0
disjoint_100_100,b,26,1000026.0
disjoint_100_100,b,27,1000027.0
disjoint_100_100,b,28,1000028.0
disjoint_100_100,b,29,1000029.0
disjoint_100_100,b,30,1000030.0
disjoint_100_100,b,31,1000031.0
disjoint_100_100,b,32,1000032.0
disjoint_100_100,b,33,1000033.0
disjoint_100_100,b,34,1000034.0
disjoint_100_100,b,35,1000035.0
disjoint_100_100,b,36,1000036.0
disjoint_100_100,b,37,1000037.0
disjoint_100_100,b,38,1000038.0
disjoint_100_100,b,39,1000039.0
disjoint_100_100,b,40,1000040.0
disjoint_100_100,b,41,1000041.0
disjoint_100_100,b,42,1000042.0
disjoint_100_100,b,43,1000043.0
disjoint_100_100,b,44,1000044.0
disjoint_100_100,b,45,1000045.0
disjoint_100_100,b,46,1000046.0
disjoint_100_100,b,47,1000047.0
disjoint_100_100,b,48,1000048.0
disjoint_100_100,b,49,1000049.0
disjoint_100_100,b,50,1000050.0
disjoint_100_100,b,51,1000051.0
disjoint_100_100,b,52,1000052.0
disjoint_100_100,b,53,1000053.0
disjoint_100_100,b,54,1000054.0
disjoint_100_100,b,55,1000055.0
disjoint_100_100,b,56,1000056.0
disjoint_100_100,b,57,1000057.0
disjoint_100_100,b,58,1000058.0
disjoint_100_100,b,59,1000059.0
disjoint_100_100,b,60,1000060.0
disjoint_100_100,b,61,1000061.0
disjoint_100_100,b,62,1000062.0
disjoint_100_100,b,63,1000063.0
disjoint_100_100,b,64,1000064.0
disjoint_100_100,b,65,1000065.0
disjoint_100_100,b,66,1000066.0
disjoint_100_100,b,67,1000067.0
disjoint_100_100,b,68,1000068.0
disjoint_100_100,b,69,1000069.0
disjoint_100_100,b,70,1000070.0
disjoint_100_100,b,71,1000071.0
disjoint_100_100,b,72,1000072.0
disjoint_100_100,b,73,1000073.0
disjoint_100_100,b,74,1000074.0
disjoint_100_100,b,75,1000075.0
disjoint_100_100,b,76,1000076.0
disjoint_100_100,b,77,1000077.0
disjoint_100_100,b,78,1000078.0
disjoint_100_100,b,79,1000079.0
disjoint_100_100,b,80,1000080.0
disjoint_100_100,b,81,1000081.0
disjoint_100_100,b,82,1000082.0
disjoint_100_100,b,83,1000083.0
disjoint_100_100,b,84,1000084.0
disjoint_100_100,b,85,1000085.0
disjoint_100_100,b,86,1000086.0
disjoint_100_100,b,87,1000087.0
disjoint_100_100,b,88,1000088.0
disjoint_100_100,b,89,1000089.0
disjoint_100_100,b,90,1000090.0
disjoint_100_100,b,91,1000091.0
disjoint_100_100,b,92,1000092.0
disjoint_100_100,b,93,1000093.0
disjoint_100_100,b,94,1000094.0
disjoint_100_100,b,95,1000095.0
disjoint_100_100,b,96,1000096.0
disjoint_100_100,b,97,1000097.0
disjoint_100_100,b,98,1000098.0
disjoint_100_100,b,99,1000099.0
disjoint_2_2,a,0,1.0
disjoint_2_2,a,1,2.0
disjoint_2_2,b,0,10.0
disjoint_2_2,b,1,20.0
disjoint_50_50,a,0,0.0
disjoint_50_50,a,1,1.0
disjoint_50_50,a,2,2.0
disjoint_50_50,a,3,3.0
disjoint_50_50,a,4,4.0
disjoint_50_50,a,5,5.0
disjoint_50_50,a,6,6.0
disjoint_50_50,a,7,7.0
disjoint_50_50,a,8,8.0
disjoint_50_50,a,9,9.0
disjoint_50_50,a,10,10.0
disjoint_50_50,a,11,11.0
disjoint_50_50,a,12,12.0
disjoint_50_50,a,13,13.0
disjoint_50_50,a,14,14.0
disjoint_50_50,a,15,15.0
disjoint_50_50,a,16,16.0
disjoint_50_50,a,17,17.0
disjoint_50_50,a,18,18.0
disjoint_50_50,a,19,19.0
disjoint_50_50,a,20,20.0
disjoint_50_50,a,21,21.0
disjoint_50_50,a,22,22.0
disjoint_50_50,a,23,23.0
disjoint_50_50,a,24,24.0
disjoint_50_50,a,25,25.0
disjoint_50_50,a,26,26.0
disjoint_50_50,a,27,27.0
disjoint_50_50,a,28,28.0
disjoint_50_50,a,29,29.0
disjoint_50_50,a,30,30.0
disjoint_50_50,a,31,31.0
disjoint_50_50,a,32,32.0
disjoint_50_50,a,33,33.0
disjoint_50_50,a,34,34.0
disjoint_50_50,a,35,35.0
disjoint_50_50,a,36,36.0
disjoint_50_50,a,37,37.0
disjoint_50_50,a,38,38.0
disjoint_50_50,a,39,39.0
disjoint_50_50,a,40,40.0
disjoint_50_50,a,41,41.0
disjoint_50_50,a,42,42.0
disjoint_50_50,a,43,43.0
disjoint_50_50,a,44,44.0
disjoint_50_50,a,45,45.0
disjoint_50_50,a,46,46.0
disjoint_50_50,a,47,47.0
disjoint_50_50,a,48,48.0
disjoint_50_50,a,49,49.0
disjoint_50_50,b,0,1000.0
disjoint_50_50,b,1,1001.0
disjoint_50_50,b,2,1002.0
disjoint_50_50,b,3,1003.0
disjoint_50_50,b,4,1004.0
disjoint_50_50,b,5,1005.0
disjoint_50_50,b,6,1006.0
disjoint_50_50,b,7,1007.0
disjoint_50_50,b,8,1008.0
disjoint_50_50,b,9,1009.0
disjoint_50_50,b,10,1010.0
disjoint_50_50,b,11,1011.0
disjoint_50_50,b,12,1012.0
disjoint_50_50,b,13,1013.0
disjoint_50_50,b,14,1014.0
disjoint_50_50,b,15,1015.0
disjoint_50_50,b,16,1016.0
disjoint_50_50,b,17,1017.0
disjoint_50_50,b,18,1018.0
disjoint_50_50,b,19,1019.0
disjoint_50_50,b,20,1020.0
disjoint_50_50,b,21,1021.0
disjoint_50_50,b,22,1022.0
disjoint_50_50,b,23,1023.0
disjoint_50_50,b,24,1024.0
disjoint_50_50,b,25,1025.0
disjoint_50_50,b,26,1026.0
disjoint_50_50,b,27,1027.0
disjoint_50_50,b,28,1028.0
disjoint_50_50,b,29,1029.0
disjoint_50_50,b,30,1030.0
disjoint_50_50,b,31,1031.0
disjoint_50_50,b,32,1032.0
disjoint_50_50,b,33,1033.0
disjoint_50_50,b,34,1034.0
disjoint_50_50,b,35,1035.0
disjoint_50_50,b,36,1036.0
disjoint_50_50,b,37,1037.0
disjoint_50_50,b,38,1038.0
disjoint_50_50,b,39,1039.0
disjoint_50_50,b,40,1040.0
disjoint_50_50,b,41,1041.0
disjoint_50_50,b,42,1042.0
disjoint_50_50,b,43,1043.0
disjoint_50_50,b,44,1044.0
disjoint_50_50,b,45,1045.0
disjoint_50_50,b,46,1046.0
disjoint_50_50,b,47,1047.0
disjoint_50_50,b,48,1048.0
disjoint_50_50,b,49,1049.0
disjoint_5_5,a,0,1.0
disjoint_5_5,a,1,2.0
disjoint_5_5,a,2,3.0
disjoint_5_5,a,3,4.0
disjoint_5_5,a,4,5.0
disjoint_5_5,b,0,6.0
disjoint_5_5,b,1,7.0
disjoint_5_5,b,2,8.0
disjoint_5_5,b,3,9.0
disjoint_5_5,b,4,10.0
extreme_ties_20_20,a,0,0.0
extreme_ties_20_20,a,1,0.0
extreme_ties_20_20,a,2,0.0
extreme_ties_20_20,a,3,0.0
extreme_ties_20_20,a,4,0.0
extreme_ties_20_20,a,5,0.0
extreme_ties_20_20,a,6,0.0
extreme_ties_20_20,a,7,0.0
extreme_ties_20_20,a,8,0.0
extreme_ties_20_20,a,9,0.0
extreme_ties_20_20,a,10,0.0
extreme_ties_20_20,a,11,0.0
extreme_ties_20_20,a,12,0.0
extreme_ties_20_20,a,13,0.0
extreme_ties_20_20,a,14,0.0
extreme_ties_20_20,a,15,0.0
extreme_ties_20_20,a,16,0.0
extreme_ties_20_20,a,17,0.0
extreme_ties_20_20,a,18,0.0
extreme_ties_20_20,a,19,0.0
extreme_ties_20_20,b,0,1.0
extreme_ties_20_20,b,1,1.0
extreme_ties_20_20,b,2,1.0
extreme_ties_20_20,b,3,1.0
extreme_ties_20_20,b,4,1.0
extreme_ties_20_20,b,5,1.0
extreme_ties_20_20,b,6,1.0
extreme_ties_20_20,b,7,1.0
extreme_ties_20_20,b,8,1.0
extreme_ties_20_20,b,9,1.0
extreme_ties_20_20,b,10,1.0
extreme_ties_20_20,b,11,1.0
extreme_ties_20_20,b,12,1.0
extreme_ties_20_20,b,13,1.0
extreme_ties_20_20,b,14,1.0
extreme_ties_20_20,b,15,1.0
extreme_ties_20_20,b,16,1.0
extreme_ties_20_20,b,17,1.0
extreme_ties_20_20,b,18,1.0
extreme_ties_20_20,b,19,1.0
h1_overshoot_5_5,a,0,1.0
h1_overshoot_5_5,a,1,2.0
h1_overshoot_5_5,a,2,3.0
h1_overshoot_5_5,a,3,4.0
h1_overshoot_5_5,a,4,5.0
h1_overshoot_5_5,b,0,1.5
h1_overshoot_5_5,b,1,2.5
h1_overshoot_5_5,b,2,3.5
h1_overshoot_5_5,b,3,4.5
h1_overshoot_5_5,b,4,5.5
identical_small,a,0,1.0
identical_small,a,1,2.0
identical_small,a,2,3.0
identical_small,b,0,1.0
identical_small,b,1,2.0
identical_small,b,2,3.0
identical_tied,a,0,1.0
identical_tied,a,1,1.0
identical_tied,a,2,2.0
identical_tied,a,3,2.0
identical_tied,a,4,3.0
identical_tied,b,0,1.0
identical_tied,b,1,1.0
identical_tied,b,2,2.0
identical_tied,b,3,2.0
identical_tied,b,4,3.0
lopsided_2_97,a,0,-0.9677399179460213
lopsided_2_97,a,1,-0.8468308740203186
lopsided_2_97,b,0,-0.0705763118602448
lopsided_2_97,b,1,-1.4637870483708957
lopsided_2_97,b,2,-0.2561130018025819
lopsided_2_97,b,3,0.24409328815797732
lopsided_2_97,b,4,-0.5443757136536399
lopsided_2_97,b,5,-0.4848350596876968
lopsided_2_97,b,6,-0.12765683976486647
lopsided_2_97,b,7,-0.5838888393697106
lopsided_2_97,b,8,-0.26182005979214834
lopsided_2_97,b,9,-0.30254353968682324
lopsided_2_97,b,10,-0.1354605682352398
lopsided_2_97,b,11,0.47705394208210405
lopsided_2_97,b,12,-1.7778522511851245
lopsided_2_97,b,13,-0.08314812167421873
lopsided_2_97,b,14,1.4254532435051945
lopsided_2_97,b,15,0.7420172946634834
lopsided_2_97,b,16,0.8328175871148193
lopsided_2_97,b,17,2.2505616926729317
lopsided_2_97,b,18,-0.8772375202194399
lopsided_2_97,b,19,0.2932561373260711
lopsided_2_97,b,20,-0.08073775132276521
lopsided_2_97,b,21,1.392312600264187
lopsided_2_97,b,22,-2.73836325039008
lopsided_2_97,b,23,-0.05860511908286104
lopsided_2_97,b,24,0.24843282264266148
lopsided_2_97,b,25,1.1376450133932605
lopsided_2_97,b,26,-0.3908586279601328
lopsided_2_97,b,27,0.37868477102954334
lopsided_2_97,b,28,0.21482521717804373
lopsided_2_97,b,29,-0.8376775969623836
lopsided_2_97,b,30,-1.16946220245075
lopsided_2_97,b,31,0.3832871230526059
lopsided_2_97,b,32,-1.328459495014072
lopsided_2_97,b,33,-0.6225494974209037
lopsided_2_97,b,34,0.730460200612573
lopsided_2_97,b,35,0.6235011531952719
lopsided_2_97,b,36,0.4000429421483763
lopsided_2_97,b,37,0.21858784677029164
lopsided_2_97,b,38,1.4596561061039666
lopsided_2_97,b,39,0.009477883356632112
lopsided_2_97,b,40,-0.15105624516993227
lopsided_2_97,b,41,-1.263579610143474
lopsided_2_97,b,42,-2.1880116307792528
lopsided_2_97,b,43,-0.581003849380491
lopsided_2_97,b,44,0.8310250865041398
lopsided_2_97,b,45,-0.04336548247751713
lopsided_2_97,b,46,-0.091394839742765
lopsided_2_97,b,47,-1.3359230322285738
lopsided_2_97,b,48,0.20068910367136744
lopsided_2_97,b,49,1.0358684211385316
lopsided_2_97,b,50,1.5568531600244435
lopsided_2_97,b,51,-1.781432551243508
lopsided_2_97,b,52,-1.0023760963973387
lopsided_2_97,b,53,0.5765845887718213
lopsided_2_97,b,54,-1.8112034399491532
lopsided_2_97,b,55,0.3738450105153041
lopsided_2_97,b,56,0.3788729273705577
lopsided_2_97,b,57,-0.6536123062301087
lopsided_2_97,b,58,-1.0055279595071045
lopsided_2_97,b,59,0.513258076426721
lopsided_2_97,b,60,1.4772488109031603
lopsided_2_97,b,61,-0.11167542460454422
lopsided_2_97,b,62,0.04815587097900139
lopsided_2_97,b,63,-0.25058086119242357
lopsided_2_97,b,64,1.9403354484266475
lopsided_2_97,b,65,-0.6126077665953917
lopsided_2_97,b,66,-0.8377362332438242
lopsided_2_97,b,67,0.3427532061295594
lopsided_2_97,b,68,-1.3562166768134234
lopsided_2_97,b,69,-0.9705189274858894
lopsided_2_97,b,70,-0.2275355844182963
lopsided_2_97,b,71,0.025593164482349773
lopsided_2_97,b,72,1.3845372109721295
lopsided_2_97,b,73,-0.23412245263085496
lopsided_2_97,b,74,-0.47041580552052426
lopsided_2_97,b,75,-1.1102779931629523
lopsided_2_97,b,76,-0.7163401216374214
lopsided_2_97,b,77,0.14108983399521577
lopsided_2_97,b,78,-0.8369404211158672
lopsided_2_97,b,79,0.5703510186777346
lopsided_2_97,b,80,-0.549485712111658
lopsided_2_97,b,81,-0.20936763370460393
lopsided_2_97,b,82,0.1959239835004962
lopsided_2_97,b,83,-1.0256887087420148
lopsided_2_97,b,84,-0.953597278193871
lopsided_2_97,b,85,1.399284005474041
lopsided_2_97,b,86,-0.6655840018951505
lopsided_2_97,b,87,0.7513772689028183
